"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This testcase tests initiating correction and viewing the correction page","16693","Test to verify that user can initiate correction and view the correction page","tests.scenarios.job","Fri Dec 13 20:20:12 IST 2024","passed","Fri Dec 13 20:20:29 IST 2024","TestCorrectionExecution","test_correction_execution","",""
"This testcase tests if set property task actions added on task gets triggered at completion of the task during job execution","168757","Test to verify that the Set Property Task Actions works as expected during execution","tests.scenarios.job","Fri Dec 13 22:15:54 IST 2024","failed","Fri Dec 13 22:18:43 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This test case is to verify that user can export the process having color code","6715","Test to verify that user can export the process having color code","tests.scenarios","Fri Dec 13 18:31:55 IST 2024","passed","Fri Dec 13 18:32:02 IST 2024","TestColorCode","test_color_code","",""
"This test case tests revising recalled process","10336","Test to revise recalled process","tests.scenarios","Fri Dec 13 19:32:25 IST 2024","passed","Fri Dec 13 19:32:35 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case is to un archive assets logs for object type","1533","This test case is to un archive assets logs for object type","tests.scenarios.ontology","Fri Dec 13 23:07:40 IST 2024","passed","Fri Dec 13 23:07:42 IST 2024","","test_object","",""
"This test case tests publishing a revised process with self verification","13849","Test to submit a revised process with self verification","tests.scenarios","Fri Dec 13 19:29:19 IST 2024","passed","Fri Dec 13 19:29:32 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case tests the error when cannot be executor of task-user tries to start the task having task executor lock enabled","11767","Test to validate the error when cannot be executor of task-user tries to start the task having task executor lock enabled","tests.scenarios.job","Fri Dec 13 22:59:36 IST 2024","passed","Fri Dec 13 22:59:47 IST 2024","TestTaskExecutorLockExecution","test_task_executor_lock_execution","",""
"This test case tests to creates scheduler","8585","Test to create a scheduler from process","tests.scenarios","Fri Dec 13 18:34:56 IST 2024","passed","Fri Dec 13 18:35:05 IST 2024","TestCreateScheduler","test_create_schedulers","",""
"This testcase tests if user can skip the task and complete the job","20356","Test to verify that the user can skip the task and complete job","tests.scenarios.job","Fri Dec 13 21:11:38 IST 2024","passed","Fri Dec 13 21:11:59 IST 2024","TestJobExecution","test_job_execution","",""
"This test case is to verify the object type display names having unique names to create object type","542","This test case is to verify that object type  display names having unique names to create object type","tests.scenarios.ontology","Fri Dec 13 23:08:13 IST 2024","failed","Fri Dec 13 23:08:14 IST 2024","","test_object_types","",""
"This test case tests starting the task while executing the job","13483","Test to start the task","tests.scenarios.job","Fri Dec 13 20:54:48 IST 2024","passed","Fri Dec 13 20:55:02 IST 2024","TestJobExecution","test_job_execution","",""
"These Testcases test that user can select multiple tasks while adding dependencies on a task","7068","Test to validate that user can select multiple tasks while adding dependencies on a task","tests.scenarios","Fri Dec 13 18:43:00 IST 2024","passed","Fri Dec 13 18:43:07 IST 2024","TestDependencies","test_dependency","",""
"This test case validates if user can export the process having Task Executor Lock configured","1597","Test to validate if user can export the process having Task Executor Lock configured","tests.scenarios","Fri Dec 13 20:04:23 IST 2024","passed","Fri Dec 13 20:04:24 IST 2024","TestTaskExecutorLock","test_task_executor_lock","",""
"This test case tests validation of approver to release a Global prototype","7164","Test to verify release of Global prototype","tests.scenarios","Fri Dec 13 18:48:15 IST 2024","passed","Fri Dec 13 18:48:22 IST 2024","","test_global_prototype","",""
"This test case is to validate that audit logs for object creation","6712","This test case is to validate that audit logs for object creation","tests.scenarios.ontology","Fri Dec 13 23:07:05 IST 2024","passed","Fri Dec 13 23:07:11 IST 2024","","test_object","",""
"This test case tests unarchiving Global prototype","6943","Test to unarchive Global prototype","tests.scenarios","Fri Dec 13 18:54:39 IST 2024","passed","Fri Dec 13 18:54:46 IST 2024","","test_global_prototype","",""
"These test case tests adding optional parameter with both verifications enabled","14213","Test to add optional parameter with both verifications enabled","tests.scenarios","Fri Dec 13 19:29:04 IST 2024","passed","Fri Dec 13 19:29:19 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case verify that if user can repeat task which is completed with exception","0","Test to repeat the task which is completed with exception","tests.scenarios.job","Fri Dec 13 21:53:02 IST 2024","skipped","Fri Dec 13 21:53:02 IST 2024","TestRepeatTask","test_repeat_task","",""
"This testcase tests that if the Create Object Task Actions gets triggered with should be parameter mapping to number property during job execution","0","Test to verify that the Create Object Task Actions works as expected at should be parameter mapping to number property during execution","tests.scenarios.job","Fri Dec 13 22:53:56 IST 2024","skipped","Fri Dec 13 22:53:56 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This testcase tests that facility admin can annotate the completed job","10652","Test to verify that facility admin can annotate the completed job","tests.scenarios.job","Fri Dec 13 20:53:50 IST 2024","passed","Fri Dec 13 20:54:01 IST 2024","TestJobAnnotation","test_job_annotation","",""
"These test case test adding Create Object action type mapping with linked parameters","15919","Test to add Create Object action type mapping with linked parameters","tests.scenarios","Fri Dec 13 19:57:08 IST 2024","passed","Fri Dec 13 19:57:24 IST 2024","TestTaskActions","test_task_actions","",""
"This test is to verify that user can create a job for process having bulk verification with peer verification enabled","170272","Test to verify that user can create a job for process having bulk verification with peer verification enabled","tests.scenarios.job","Fri Dec 13 20:10:20 IST 2024","passed","Fri Dec 13 20:13:11 IST 2024","TestBulkVerificationExecution","test_bulk_verification_execution","",""
"This test case tests adding all parameters to global prototype and publish it","9498","Test to create a new global process with all Parameters mapped to the tasks and publish it","tests.scenarios","Fri Dec 13 18:47:18 IST 2024","passed","Fri Dec 13 18:47:28 IST 2024","","test_global_prototype","",""
"This test case tests user is able to configure Create Object action without mapping any parameters","13050","Test to user is able to configure Create Object action without mapping any parameters","tests.scenarios","Fri Dec 13 19:58:12 IST 2024","passed","Fri Dec 13 19:58:25 IST 2024","TestTaskActions","test_task_actions","",""
"This test case is to edit assets logs for object type","1551","This test case is to edit assets logs for object type","tests.scenarios.ontology","Fri Dec 13 23:07:37 IST 2024","passed","Fri Dec 13 23:07:39 IST 2024","","test_object","",""
"These testcase test adding Create Object action type with number parameter mapping","13162","Test to add Create Object action type with number parameter mapping","tests.scenarios","Fri Dec 13 19:55:11 IST 2024","passed","Fri Dec 13 19:55:24 IST 2024","TestTaskActions","test_task_actions","",""
"This testcase tests adding multiple branching rules in single select resource parameter","15460","Test to add multiple branching rule in single select resource parameter","tests.scenarios","Fri Dec 13 19:14:36 IST 2024","passed","Fri Dec 13 19:14:51 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This testcase tests adding multiple branching rules in single select dropdown parameter","8885","Test to add multiple branching rule in single select dropdown parameter","tests.scenarios","Fri Dec 13 19:13:57 IST 2024","passed","Fri Dec 13 19:14:06 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
